sentence1,label
ভালো সত্যিই সুস্বাদু পরিবেশ ভাল যথেষ্ট লালবাগ কেল্লা দৃশ্য কর্মীদের ভালো দাম যুক্তিসঙ্গত,positive
কিন্তু এই পিষ্টকটি কেকিং ছিল না: একটি তিরামিসু যা কখনো কখনো আমার মতো ছিল না।,negative
মেনু থাই অধ্যায় গরুর মাংস নুডল স্যুপ খাবারের আদেশ করেছিলাম থাই পেয়েছিলাম,negative
ভাল চমত্কার ডেকোরেশন দামটা একটু বেশী খাবারটা সত্যিই ভাল তাজা স্পেশাল,positive
খাদ্য আদৌ ভাল না ফালতু টেস্ট,negative
একই ঐতিহ্যের খুব খারাপ খাদ্য নয়।,negative
"যে বলেন, আমি ভেবেছিলাম ফেডেলি পদক্ষেপ ছিল সেরা ডাইনিং এর এক অভিজ্ঞতা ।",positive
"এলাকার সেরা শাবু-শাবু রেস্তোরাঁ,এটি চেষ্টার-রাজ্য ।",positive
আপনি এখানে একটি সুস্বাদু খাবারের খরচ জন্য কাছাকাছি লেক্সিংটন এভিনিউতে যেতেন তাহলে ভারতীয় রেস্টুরেন্টের অধিকাংশ চমৎকার একটি খাবার পেতেন।,negative
গত রাতে এখানে গিয়ে একটি সুন্দর অভিজ্ঞতা হয়েছিলো।,positive
"সারা বিশ্বের 6 র্থ এভিনিউতে রাস্তার পাশে বসার বহুদুর, সন্ধ্যায় ঠাণ্ডা 50 ফুট দূরে গিয়ে বিস্ময়কর বায়ুমণ্ডল দেখলাম।",positive
এটি সামঞ্জস্যপূর্ণ নয়।,negative
সেরার সেরা বাস্তব খাঁটি বাংলা খাবার,negative
কিন্তু থাই অবশ্যই স্পষ্টভাবে মহান নয় - নমনীয় এবং অবিভাজিত।,negative
অপুর্ব ইন্টেরিওর খাবারটা ভালো ভাল সময় কাটানোর সুন্দর জায়গা,positive
স্বাদটা রাখার মত অতিথেয়তা টা সেরা বাচচাদের বন্ধুত্বপূর্ণ,positive
গ্রেট খাবার পরিবেশ জায়গা ভালোবাসি,positive
সময়ে রেস্তোঁরার দেখাচ্ছে না ডার্ট ধূলিকণা সর্বত্রই অস্বাস্থ্যকর সাজঘর খারাপ খাদ্য মান ওয়েটার ভাল তোলে ডেকোরেশন সঠিক ব্যবস্থাপনা দরকার,negative
